Name,Betreiber1,Betreiber2,n_Anlagen,KW,Type,Jahr,Lat,Long,url,Hersteller,Nabenhoehe,Rotordurchmesser,Name_Save,Park,id,quality
"Kettlasbrunn,_Anlage 16",evn naturkraft Erzeugungsgesellschaft m.b.H,---,20,2e3,E70/E4,2006,48.54837347,16.6226345,www.evn-naturkraft.at,Enercon,86,71,"Kettlasbrunn, Anlage 16",Kettlasbrunn,401,90
"Kettlasbrunn,_Anlage 17",evn naturkraft Erzeugungsgesellschaft m.b.H,---,20,2e3,E70/E4,2006,48.54825541,16.6266836,www.evn-naturkraft.at,Enercon,86,71,"Kettlasbrunn, Anlage 17",Kettlasbrunn,402,95
"Kettlasbrunn,_Anlage 18",evn naturkraft Erzeugungsgesellschaft m.b.H,---,20,2e3,E70/E4,2006,48.5510397,16.62447814,www.evn-naturkraft.at,Enercon,86,71,"Kettlasbrunn, Anlage 18",Kettlasbrunn,403,95
"Kettlasbrunn,_Anlage 19",evn naturkraft Erzeugungsgesellschaft m.b.H,---,20,2e3,E70/E4,2006,48.53473347,16.65604382,www.evn-naturkraft.at,Enercon,86,71,"Kettlasbrunn, Anlage 19",Kettlasbrunn,404,95
"Kettlasbrunn,_Anlage 20",evn naturkraft Erzeugungsgesellschaft m.b.H,---,20,2e3,E70/E4,2006,48.54027293,16.61822818,www.evn-naturkraft.at,Enercon,86,71,"Kettlasbrunn, Anlage 20",Kettlasbrunn,405,100
"Pillichsdorf_I, Anlage 1",-,---,8,2e3,E70 E4,2006,48.35067,16.50488,-,Enercon,86,71,"Pillichsdorf I, Anlage 1",Pillichsdorf_I,406,95
"Pillichsdorf_I, Anlage 2",-,---,8,2e3,E70 E4,2006,48.34667,16.53784,-,Enercon,86,71,"Pillichsdorf I, Anlage 2",Pillichsdorf_I,407,100
"Pillichsdorf_I, Anlage 3",-,---,8,2e3,E70 E4,2006,48.34907,16.52719,-,Enercon,86,71,"Pillichsdorf I, Anlage 3",Pillichsdorf_I,408,95
"Pillichsdorf_I, Anlage 4",-,---,8,2e3,E70 E4,2006,48.34723,16.51367,-,Enercon,86,71,"Pillichsdorf I, Anlage 4",Pillichsdorf_I,409,90
"Pillichsdorf_I, Anlage 5",-,---,8,2e3,E70 E4,2006,48.34679,16.50333,-,Enercon,86,71,"Pillichsdorf I, Anlage 5",Pillichsdorf_I,410,95
"Pillichsdorf_I, Anlage 6",-,---,8,2e3,E70 E4,2006,48.34902,16.4982,-,Enercon,86,71,"Pillichsdorf I, Anlage 6",Pillichsdorf_I,411,95
"Pillichsdorf_I, Anlage 7",-,---,8,2e3,E70 E4,2006,48.3493,16.49282,-,Enercon,86,71,"Pillichsdorf I, Anlage 7",Pillichsdorf_I,412,90
"Pillichsdorf_I, Anlage 8",-,---,8,2e3,E70 E4,2006,48.34371,16.51303,-,Enercon,86,71,"Pillichsdorf I, Anlage 8",Pillichsdorf_I,413,95
"Schauerberg,_Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,2,1800,E70/E4,2006,48.305278,15.6575,www.evn-naturkraft.at,Enercon,86,71,"Schauerberg, Anlage 1",Schauerberg,414,90
"Schauerberg,_Anlage 2",evn naturkraft Erzeugungsgesellschaft m.b.H,---,2,1800,E70/E4,2006,48.305833,15.6575,www.evn-naturkraft.at,Enercon,86,71,"Schauerberg, Anlage 2",Schauerberg,415,100
"Kleinhain,_Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.256667,15.663056,www.evn-naturkraft.at,Enercon,86,71,"Kleinhain, Anlage 1",Kleinhain,416,100
"Kleinhain,_Anlage 2",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.253333,15.661389,www.evn-naturkraft.at,Enercon,86,71,"Kleinhain, Anlage 2",Kleinhain,417,50
"Kleinhain,_Anlage 3",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.264722,15.6625,www.evn-naturkraft.at,Enercon,86,71,"Kleinhain, Anlage 3",Kleinhain,418,0
"Kleinhain,_Anlage 4",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.249444,15.656389,www.evn-naturkraft.at,Enercon,86,71,"Kleinhain, Anlage 4",Kleinhain,419,0
"Kleinhain,_Anlage 5",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.261111,15.664444,www.evn-naturkraft.at,Enercon,86,71,"Kleinhain, Anlage 5",Kleinhain,420,0
"Moschkogel,_Anlage 1",-,---,5,2300,E70/E4,2006,47.561389,15.744583,-,Enercon,86,71,"Moschkogel, Anlage 1",Moschkogel,421,0
"Moschkogel,_Anlage 2",-,---,5,2300,E70/E4,2006,47.565889,15.740972,-,Enercon,86,71,"Moschkogel, Anlage 2",Moschkogel,422,0
"Moschkogel,_Anlage 3",-,---,5,2300,E70/E4,2006,47.562889,15.743083,-,Enercon,86,71,"Moschkogel, Anlage 3",Moschkogel,423,0
"Moschkogel,_Anlage 4",-,---,5,2300,E70/E4,2006,47.564444,15.741667,-,Enercon,86,71,"Moschkogel, Anlage 4",Moschkogel,424,0
"Moschkogel,_Anlage 5",-,---,5,2300,E70/E4,2006,47.55975,15.745639,-,Enercon,86,71,"Moschkogel, Anlage 5",Moschkogel,425,0
"Hoher_Kölbling, Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,6,1800,E70/E4,2006,48.271667,15.6625,www.evn-naturkraft.at,Enercon,86,71,"Hoher Kölbling, Anlage 1",Hoher_Kölbling,426,90
"Hoher_Kölbling, Anlage 2",evn naturkraft Erzeugungsgesellschaft m.b.H,---,6,1800,E70/E4,2006,48.273889,15.661667,www.evn-naturkraft.at,Enercon,86,71,"Hoher Kölbling, Anlage 2",Hoher_Kölbling,427,90
"Hoher_Kölbling, Anlage 3",evn naturkraft Erzeugungsgesellschaft m.b.H,---,6,1800,E70/E4,2006,48.276389,15.661667,www.evn-naturkraft.at,Enercon,86,71,"Hoher Kölbling, Anlage 3",Hoher_Kölbling,428,95
"Hoher_Kölbling, Anlage 4",evn naturkraft Erzeugungsgesellschaft m.b.H,---,6,1800,E70/E4,2006,48.278889,15.661944,www.evn-naturkraft.at,Enercon,86,71,"Hoher Kölbling, Anlage 4",Hoher_Kölbling,429,95
"Hoher_Kölbling, Anlage 5",evn naturkraft Erzeugungsgesellschaft m.b.H,---,6,1800,E70/E4,2006,48.281667,15.662222,www.evn-naturkraft.at,Enercon,86,71,"Hoher Kölbling, Anlage 5",Hoher_Kölbling,430,95
"Hoher_Kölbling, Anlage 6",evn naturkraft Erzeugungsgesellschaft m.b.H,---,6,1800,E70/E4,2006,48.283333,15.662222,www.evn-naturkraft.at,Enercon,86,71,"Hoher Kölbling, Anlage 6",Hoher_Kölbling,431,90
"Gänserndorf_Nord, Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.36988516,16.74425207,www.evn-naturkraft.at,Enercon,86,71,"Gänserndorf Nord, Anlage 1",Gänserndorf_Nord,432,95
"Gänserndorf_Nord, Anlage 2",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.3566123,16.72320413,www.evn-naturkraft.at,Enercon,86,71,"Gänserndorf Nord, Anlage 2",Gänserndorf_Nord,433,95
"Gänserndorf_Nord, Anlage 3",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.36019432,16.7355382,www.evn-naturkraft.at,Enercon,86,71,"Gänserndorf Nord, Anlage 3",Gänserndorf_Nord,434,100
"Gänserndorf_Nord, Anlage 4",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.36376849,16.73956078,www.evn-naturkraft.at,Enercon,86,71,"Gänserndorf Nord, Anlage 4",Gänserndorf_Nord,435,100
"Gänserndorf_Nord, Anlage 5",evn naturkraft Erzeugungsgesellschaft m.b.H,---,5,1800,E70/E4,2006,48.36744502,16.74257252,www.evn-naturkraft.at,Enercon,86,71,"Gänserndorf Nord, Anlage 5",Gänserndorf_Nord,436,100
"Kreuzstetten_II, Anlage 1",Windkraft Simonsfeld AG,---,2,2e3,V90,2007,48.501111,16.466944,www.wksimonsfeld.at,Vestas,105,90,"Kreuzstetten II, Anlage 1",Kreuzstetten_II,437,90
"Kreuzstetten_II, Anlage 2",Windkraft Simonsfeld AG,---,2,2e3,V90,2007,48.505,16.463333,www.wksimonsfeld.at,Vestas,105,90,"Kreuzstetten II, Anlage 2",Kreuzstetten_II,438,95
"Höbersbrunn_II, Anlage 1",-,---,1,2e3,E70 E4,2007,48.516111,16.586389,-,Enercon,85,71,"Höbersbrunn II, Anlage 1",Höbersbrunn_II,439,90
"Salzstiegl_I, Anlage 1",Salzstiegl Tourismus GmbH,---,1,1350,LTW77,2007,47.056389,14.864444,www.salzstiegl.at,Leitwind,65,77,"Salzstiegl I, Anlage 1",Salzstiegl_I,440,100
"Oberwagram_I, Anlage 1",-,---,1,2e3,E70 E4,2007,48.202778,15.668889,-,Enercon,86,70,"Oberwagram I, Anlage 1",Oberwagram_I,441,95
"Poysdorf-Wilfersdorf_II, Anlage 1",Windkraft Simonsfeld AG,---,5,2e3,V90,2007,48.602397,16.636569,www.wksimonsfeld.at,Vestas,105,90,"Poysdorf-Wilfersdorf II, Anlage 1",Poysdorf-Wilfersdorf_II,442,95
"Poysdorf-Wilfersdorf_II, Anlage 2",Windkraft Simonsfeld AG,---,5,2e3,V90,2007,48.618922,16.624003,www.wksimonsfeld.at,Vestas,105,90,"Poysdorf-Wilfersdorf II, Anlage 2",Poysdorf-Wilfersdorf_II,443,100
"Poysdorf-Wilfersdorf_II, Anlage 3",Windkraft Simonsfeld AG,---,5,2e3,V90,2007,48.6101,16.624231,www.wksimonsfeld.at,Vestas,105,90,"Poysdorf-Wilfersdorf II, Anlage 3",Poysdorf-Wilfersdorf_II,444,95
"Poysdorf-Wilfersdorf_II, Anlage 4",Windkraft Simonsfeld AG,---,5,2e3,V90,2007,48.613783,16.622267,www.wksimonsfeld.at,Vestas,105,90,"Poysdorf-Wilfersdorf II, Anlage 4",Poysdorf-Wilfersdorf_II,445,85
"Poysdorf-Wilfersdorf_II, Anlage 5",Windkraft Simonsfeld AG,---,5,2e3,V90,2007,48.606725,16.626047,www.wksimonsfeld.at,Vestas,105,90,"Poysdorf-Wilfersdorf II, Anlage 5",Poysdorf-Wilfersdorf_II,446,90
"Prinzendorf_II, Anlage 1",Windkraft Simonsfeld AG,---,6,2e3,V90,2008,48.569239,16.722394,www.wksimonsfeld.at,Vestas,100,90,"Prinzendorf II, Anlage 1",Prinzendorf_II,447,90
"Prinzendorf_II, Anlage 2",Windkraft Simonsfeld AG,---,6,2e3,V90,2008,48.595875,16.748881,www.wksimonsfeld.at,Vestas,100,90,"Prinzendorf II, Anlage 2",Prinzendorf_II,448,100
"Prinzendorf_II, Anlage 3",Windkraft Simonsfeld AG,---,6,2e3,V90,2008,48.575742,16.732906,www.wksimonsfeld.at,Vestas,100,90,"Prinzendorf II, Anlage 3",Prinzendorf_II,449,100
"Prinzendorf_II, Anlage 4",Windkraft Simonsfeld AG,---,6,2e3,V90,2008,48.570392,16.738925,www.wksimonsfeld.at,Vestas,100,90,"Prinzendorf II, Anlage 4",Prinzendorf_II,450,100
"Prinzendorf_II, Anlage 5",Windkraft Simonsfeld AG,---,6,2e3,V90,2008,48.570156,16.727989,www.wksimonsfeld.at,Vestas,100,90,"Prinzendorf II, Anlage 5",Prinzendorf_II,451,90
"Prinzendorf_II, Anlage 6",Windkraft Simonsfeld AG,---,6,2e3,V90,2008,48.597369,16.753814,www.wksimonsfeld.at,Vestas,100,90,"Prinzendorf II, Anlage 6",Prinzendorf_II,452,95
"Kreuzstetten_III, Anlage 1",Windkraft Simonsfeld AG,---,1,2e3,V90,2008,48.50795,16.44982,www.wksimonsfeld.at,Vestas,105,90,"Kreuzstetten III, Anlage 1",Kreuzstetten_III,453,90
"Maustrenk-Erweiterung,_Anlage 1",WEB Windenergie AG,---,1,2e3,V90,2010,48.54916667,16.70277778,www.windenergie.at,Vestas,105,90,"Maustrenk-Erweiterung, Anlage 1",Maustrenk-Erweiterung,454,95
"Großengersdorf_Ost, Anlage 1",-,---,2,2300,E82 E2,2010,48.33804,16.55901,-,Enercon,108,82,"Großengersdorf Ost, Anlage 1",Großengersdorf_Ost,455,90
"Großengersdorf_Ost, Anlage 2",-,---,2,2300,E82 E2,2010,48.3357,16.5574,-,Enercon,108,82,"Großengersdorf Ost, Anlage 2",Großengersdorf_Ost,456,90
"Großengersdorf_Nord, Anlage 1",-,---,1,2300,E82 E2,2010,48.33821,16.55218,-,Enercon,108,82,"Großengersdorf Nord, Anlage 1",Großengersdorf_Nord,457,95
"Scharndorf-Erweiterung,_Anlage 1",ContourGlobal Windpark Scharndorf GmbH,---,1,2e3,V90,2010,48.09111,16.76555,NA,Vestas,105,90,"Scharndorf-Erweiterung, Anlage 1",Scharndorf-Erweiterung,458,90
"Berg-Erweiterung,_Anlage 1",ContourGlobal Windpark Berg GmbH,---,1,2e3,V90,2010,48.09274,17.01072,www.contourglobal.com,Vestas,105,90,"Berg-Erweiterung, Anlage 1",Berg-Erweiterung,459,90
"Mönchhof_Dreijoch, Anlage 1",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.91586,16.97789,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 1",Mönchhof_Dreijoch,460,70
"Mönchhof_Dreijoch, Anlage 2",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.91819,16.97128,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 2",Mönchhof_Dreijoch,461,100
"Mönchhof_Dreijoch, Anlage 3",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.90972,16.97819,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 3",Mönchhof_Dreijoch,462,90
"Mönchhof_Dreijoch, Anlage 4",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.91339,16.96597,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 4",Mönchhof_Dreijoch,463,90
"Mönchhof_Dreijoch, Anlage 5",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.90953,16.97075,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 5",Mönchhof_Dreijoch,464,95
"Mönchhof_Dreijoch, Anlage 6",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.90514,16.97508,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 6",Mönchhof_Dreijoch,465,85
"Mönchhof_Dreijoch, Anlage 7",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.90783,16.95764,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 7",Mönchhof_Dreijoch,466,95
"Mönchhof_Dreijoch, Anlage 8",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.90553,16.96919,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 8",Mönchhof_Dreijoch,467,90
"Mönchhof_Dreijoch, Anlage 9",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.90011,16.97022,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 9",Mönchhof_Dreijoch,468,90
"Mönchhof_Dreijoch, Anlage 10",Windpark Dreijoch Mönchhof GmbH,---,10,3e3,E101,2012,47.92242,16.97028,NA,Enercon,135,101,"Mönchhof Dreijoch, Anlage 10",Mönchhof_Dreijoch,469,90
"Heidäcker_Mönchhof, Anlage 1",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.92256,16.99694,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 1",Heidäcker_Mönchhof,470,90
"Heidäcker_Mönchhof, Anlage 2",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.92983,16.97597,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 2",Heidäcker_Mönchhof,471,90
"Heidäcker_Mönchhof, Anlage 3",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.92519,16.98044,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 3",Heidäcker_Mönchhof,472,80
"Heidäcker_Mönchhof, Anlage 4",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.92772,16.972,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 4",Heidäcker_Mönchhof,473,90
"Heidäcker_Mönchhof, Anlage 5",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.92156,16.97786,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 5",Heidäcker_Mönchhof,474,80
"Heidäcker_Mönchhof, Anlage 6",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.91753,16.98364,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 6",Heidäcker_Mönchhof,475,30
"Heidäcker_Mönchhof, Anlage 7",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.91789,16.99975,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 7",Heidäcker_Mönchhof,476,90
"Heidäcker_Mönchhof, Anlage 8",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.92525,16.99056,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 8",Heidäcker_Mönchhof,477,90
"Heidäcker_Mönchhof, Anlage 9",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.92753,16.98506,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 9",Heidäcker_Mönchhof,478,90
"Heidäcker_Mönchhof, Anlage 10",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.93114,16.98803,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 10",Heidäcker_Mönchhof,479,90
"Heidäcker_Mönchhof, Anlage 11",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.92703,16.99864,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 11",Heidäcker_Mönchhof,480,90
"Heidäcker_Mönchhof, Anlage 12",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.917,16.99319,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 12",Heidäcker_Mönchhof,481,90
"Heidäcker_Mönchhof, Anlage 13",Windpark Heidäcker Mönchhof GmbH,---,13,3e3,E101,2012,47.91789,17.00406,NA,Enercon,135,101,"Heidäcker Mönchhof, Anlage 13",Heidäcker_Mönchhof,482,0
"Schrick_VI -Teil 2-, Anlage 1",-,---,2,2300,E82 E2,2012,48.52963,16.64755,-,ENERCON,108,82,"Schrick VI (Teil 2), Anlage 1",Schrick_VI -Teil 2-,483,95
"Schrick_VI -Teil 2-, Anlage 2",-,---,2,2300,E82 E2,2012,48.52367,16.64977,-,ENERCON,108,82,"Schrick VI (Teil 2), Anlage 2",Schrick_VI -Teil 2-,484,100
"Schrick_VI -Teil 1-, Anlage 1",-,---,2,2300,E82 E2,2012,48.52555,16.64311,-,ENERCON,108,82,"Schrick VI (Teil 1), Anlage 1",Schrick_VI -Teil 1-,485,95
"Schrick_VI -Teil 1-, Anlage 2",-,---,2,2300,E82 E2,2012,48.53183,16.64031,-,ENERCON,108,82,"Schrick VI (Teil 1), Anlage 2",Schrick_VI -Teil 1-,486,90
"Glinzendorf_III, Anlage 1",-,---,9,2050,MM92,2012,48.2653,16.6787,-,Repower,100,93,"Glinzendorf III, Anlage 1",Glinzendorf_III,487,0
"Glinzendorf_III, Anlage 2",-,---,9,2050,MM92,2012,48.25032,16.65145,-,Repower,100,93,"Glinzendorf III, Anlage 2",Glinzendorf_III,488,0
"Glinzendorf_III, Anlage 3",-,---,9,2050,MM92,2012,48.2729,16.66503,-,Repower,100,93,"Glinzendorf III, Anlage 3",Glinzendorf_III,489,0
"Glinzendorf_III, Anlage 4",-,---,9,2050,MM92,2012,48.25952,16.6608,-,Repower,100,93,"Glinzendorf III, Anlage 4",Glinzendorf_III,490,0
"Glinzendorf_III, Anlage 5",-,---,9,2050,MM92,2012,48.2546,16.67532,-,Repower,100,93,"Glinzendorf III, Anlage 5",Glinzendorf_III,491,0
"Glinzendorf_III, Anlage 6",-,---,9,2050,MM92,2012,48.2581,16.66273,-,Repower,100,93,"Glinzendorf III, Anlage 6",Glinzendorf_III,492,0
"Glinzendorf_III, Anlage 7",-,---,9,2050,MM92,2012,48.25478,16.65847,-,Repower,100,93,"Glinzendorf III, Anlage 7",Glinzendorf_III,493,20
"Glinzendorf_III, Anlage 8",-,---,9,2050,MM92,2012,48.26137,16.6589,-,Repower,100,93,"Glinzendorf III, Anlage 8",Glinzendorf_III,494,0
"Glinzendorf_III, Anlage 9",-,---,9,2050,MM92,2012,48.2486,16.68032,-,Repower,100,93,"Glinzendorf III, Anlage 9",Glinzendorf_III,495,0
"Schrick_VI -Teil 3-, Anlage 1",-,---,1,2300,E82 E2,2012,48.53041,16.65473,-,ENERCON,108,82,"Schrick VI (Teil 3), Anlage 1",Schrick_VI -Teil 3-,496,100
"Großengersdorf_Süd, Anlage 1",-,---,2,2300,E82 E2,2010,48.33506,16.55286,-,Enercon,108,82,"Großengersdorf Süd, Anlage 1",Großengersdorf_Süd,497,90
"Großengersdorf_Süd, Anlage 2",-,---,2,2300,E82 E2,2010,48.33202,16.55113,-,Enercon,108,82,"Großengersdorf Süd, Anlage 2",Großengersdorf_Süd,498,70
"Markgrafneusiedl,_Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,9,2e3,V90,2011,48.2677778,16.669444,www.evn-naturkraft.at,Vestas,100,90,"Markgrafneusiedl, Anlage 1",Markgrafneusiedl,499,100
"Markgrafneusiedl,_Anlage 2",evn naturkraft Erzeugungsgesellschaft m.b.H,---,9,2e3,V90,2011,48.2608333,16.665277,www.evn-naturkraft.at,Vestas,100,90,"Markgrafneusiedl, Anlage 2",Markgrafneusiedl,500,100
"Markgrafneusiedl,_Anlage 3",evn naturkraft Erzeugungsgesellschaft m.b.H,---,9,2e3,V90,2011,48.2647222,16.6694444,www.evn-naturkraft.at,Vestas,100,90,"Markgrafneusiedl, Anlage 3",Markgrafneusiedl,501,0
"Markgrafneusiedl,_Anlage 4",evn naturkraft Erzeugungsgesellschaft m.b.H,---,9,2e3,V90,2011,48.2705556,16.6711111,www.evn-naturkraft.at,Vestas,100,90,"Markgrafneusiedl, Anlage 4",Markgrafneusiedl,502,95
"Markgrafneusiedl,_Anlage 5",evn naturkraft Erzeugungsgesellschaft m.b.H,---,9,2e3,V90,2011,48.2766667,16.66777,www.evn-naturkraft.at,Vestas,100,90,"Markgrafneusiedl, Anlage 5",Markgrafneusiedl,503,95
"Markgrafneusiedl,_Anlage 6",evn naturkraft Erzeugungsgesellschaft m.b.H,---,9,2e3,V90,2011,48.275,16.6611,www.evn-naturkraft.at,Vestas,100,90,"Markgrafneusiedl, Anlage 6",Markgrafneusiedl,504,100
"Markgrafneusiedl,_Anlage 7",evn naturkraft Erzeugungsgesellschaft m.b.H,---,9,2e3,V90,2011,48.2711111,16.659444,www.evn-naturkraft.at,Vestas,100,90,"Markgrafneusiedl, Anlage 7",Markgrafneusiedl,505,95
"Markgrafneusiedl,_Anlage 8",evn naturkraft Erzeugungsgesellschaft m.b.H,---,9,2e3,V90,2011,48.2683333,16.658055,www.evn-naturkraft.at,Vestas,100,90,"Markgrafneusiedl, Anlage 8",Markgrafneusiedl,506,95
"Markgrafneusiedl,_Anlage 9",evn naturkraft Erzeugungsgesellschaft m.b.H,---,9,2e3,V90,2011,48.26527,16.656944,www.evn-naturkraft.at,Vestas,100,90,"Markgrafneusiedl, Anlage 9",Markgrafneusiedl,507,95
"Schrick_VI -Teil 4-, Anlage 1",-,---,2,2300,E82 E2,2012,48.52688,16.66268,-,Enercon,108,82,"Schrick VI (Teil 4), Anlage 1",Schrick_VI -Teil 4-,508,95
"Schrick_VI -Teil 4-, Anlage 2",-,---,2,2300,E82 E2,2012,48.52729,16.65402,-,Enercon,108,82,"Schrick VI (Teil 4), Anlage 2",Schrick_VI -Teil 4-,509,95
"Höflein_VII, Anlage 1",WEB Windenergie AG,---,6,2e3,V90,2011,48.05493,16.78191,www.windenergie.at,Vestas,105,90,"Höflein VII, Anlage 1",Höflein_VII,510,95
"Höflein_VII, Anlage 2",WEB Windenergie AG,---,6,2e3,V90,2011,48.0503,16.76987,www.windenergie.at,Vestas,105,90,"Höflein VII, Anlage 2",Höflein_VII,511,75
"Höflein_VII, Anlage 3",WEB Windenergie AG,---,6,2e3,V90,2011,48.05355,16.77341,www.windenergie.at,Vestas,105,90,"Höflein VII, Anlage 3",Höflein_VII,512,95
"Höflein_VII, Anlage 4",WEB Windenergie AG,---,6,2e3,V90,2011,48.05697,16.775,www.windenergie.at,Vestas,105,90,"Höflein VII, Anlage 4",Höflein_VII,513,90
"Höflein_VII, Anlage 5",WEB Windenergie AG,---,6,2e3,V90,2011,48.04837,16.77691,www.windenergie.at,Vestas,105,90,"Höflein VII, Anlage 5",Höflein_VII,514,95
"Höflein_VII, Anlage 6",WEB Windenergie AG,---,6,2e3,V90,2011,48.05119,16.77985,www.windenergie.at,Vestas,105,90,"Höflein VII, Anlage 6",Höflein_VII,515,95
"Deutschkreuz_II, Anlage 1",Energie Burgenland Windkraft GmbH,---,1,2300,E82,2011,47.57478,16.61353,www.energieburgenland.at,Enercon,138,82,"Deutschkreuz II, Anlage 1",Deutschkreuz_II,516,90
"Haunoldstein,_Anlage 1",-,---,1,2300,E82,2011,48.17875,15.45028,-,Enercon,98,82,"Haunoldstein, Anlage 1",Haunoldstein,517,90
"Tattendorf,_Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,8,2e3,V90,2011,47.9467513,16.3475359,www.evn-naturkraft.at,Vestas,105,90,"Tattendorf, Anlage 1",Tattendorf,518,95
"Tattendorf,_Anlage 2",evn naturkraft Erzeugungsgesellschaft m.b.H,---,8,2e3,V90,2011,47.9409674,16.3600637,www.evn-naturkraft.at,Vestas,105,90,"Tattendorf, Anlage 2",Tattendorf,519,95
"Tattendorf,_Anlage 3",evn naturkraft Erzeugungsgesellschaft m.b.H,---,8,2e3,V90,2011,47.9433275,16.3528994,www.evn-naturkraft.at,Vestas,105,90,"Tattendorf, Anlage 3",Tattendorf,520,95
"Tattendorf,_Anlage 4",evn naturkraft Erzeugungsgesellschaft m.b.H,---,8,2e3,V90,2011,47.9486755,16.3514706,www.evn-naturkraft.at,Vestas,105,90,"Tattendorf, Anlage 4",Tattendorf,521,95
"Tattendorf,_Anlage 5",evn naturkraft Erzeugungsgesellschaft m.b.H,---,8,2e3,V90,2011,47.9398157,16.3563625,www.evn-naturkraft.at,Vestas,105,90,"Tattendorf, Anlage 5",Tattendorf,522,100
"Tattendorf,_Anlage 6",evn naturkraft Erzeugungsgesellschaft m.b.H,---,8,2e3,V90,2011,47.9499498,16.3545889,www.evn-naturkraft.at,Vestas,105,90,"Tattendorf, Anlage 6",Tattendorf,523,95
"Tattendorf,_Anlage 7",evn naturkraft Erzeugungsgesellschaft m.b.H,---,8,2e3,V90,2011,47.9447191,16.3565136,www.evn-naturkraft.at,Vestas,105,90,"Tattendorf, Anlage 7",Tattendorf,524,90
"Tattendorf,_Anlage 8",evn naturkraft Erzeugungsgesellschaft m.b.H,---,8,2e3,V90,2011,47.9466626,16.3590102,www.evn-naturkraft.at,Vestas,105,90,"Tattendorf, Anlage 8",Tattendorf,525,90
