Name,Betreiber1,Betreiber2,n_Anlagen,KW,Type,Jahr,Lat,Long,url,Hersteller,Nabenhoehe,Rotordurchmesser,Name_Save,Park,id,quality
"Mönchhof_Ost -Teil 1-, Anlage 16",-,---,15,3e3,E101,2012,47.91586,17.02775,-,Enercon,135,101,"Mönchhof Ost (Teil 1), Anlage 16",Mönchhof_Ost -Teil 1-,544,75
"Mönchhof_Ost -Teil 1-, Anlage 17",-,---,15,3e3,E101,2012,47.90203,17.02611,-,Enercon,135,101,"Mönchhof Ost (Teil 1), Anlage 17",Mönchhof_Ost -Teil 1-,545,85
"Kittsee_III, Anlage 1",-,---,2,1800,V100,2012,48.08276297,17.00602193,-,Vestas,100,100,"Kittsee III, Anlage 1",Kittsee_III,546,0
"Kittsee_III, Anlage 2",-,---,2,1800,V100,2012,48.08613674,17.0104281,-,Vestas,100,100,"Kittsee III, Anlage 2",Kittsee_III,547,0
"Nickelsdorf,_Anlage 1",-,---,14,3e3,E101,2012,47.90169,17.05481,-,Enercon,135,101,"Nickelsdorf, Anlage 1",Nickelsdorf,548,0
"Nickelsdorf,_Anlage 2",-,---,14,3e3,E101,2012,47.91497,17.03958,-,Enercon,135,101,"Nickelsdorf, Anlage 2",Nickelsdorf,549,75
"Nickelsdorf,_Anlage 3",-,---,14,3e3,E101,2012,47.91497,17.03958,-,Enercon,135,101,"Nickelsdorf, Anlage 3",Nickelsdorf,550,NA
"Nickelsdorf,_Anlage 4",-,---,14,3e3,E101,2012,47.90972,17.039692,-,Enercon,135,101,"Nickelsdorf, Anlage 4",Nickelsdorf,551,0
"Nickelsdorf,_Anlage 5",-,---,14,3e3,E101,2012,47.91322,17.0642,-,Enercon,135,101,"Nickelsdorf, Anlage 5",Nickelsdorf,552,0
"Nickelsdorf,_Anlage 6",-,---,14,3e3,E101,2012,47.9175,17.04264,-,Enercon,135,101,"Nickelsdorf, Anlage 6",Nickelsdorf,553,60
"Nickelsdorf,_Anlage 7",-,---,14,3e3,E101,2012,47.9175,17.04264,-,Enercon,135,101,"Nickelsdorf, Anlage 7",Nickelsdorf,554,NA
"Nickelsdorf,_Anlage 8",-,---,14,3e3,E101,2012,47.90378,17.06156,-,Enercon,135,101,"Nickelsdorf, Anlage 8",Nickelsdorf,555,90
"Nickelsdorf,_Anlage 9",-,---,14,3e3,E101,2012,47.90461,17.07064,-,Enercon,135,101,"Nickelsdorf, Anlage 9",Nickelsdorf,556,85
"Nickelsdorf,_Anlage 10",-,---,14,3e3,E101,2012,47.90922,17.04322,-,Enercon,135,101,"Nickelsdorf, Anlage 10",Nickelsdorf,557,30
"Nickelsdorf,_Anlage 11",-,---,14,3e3,E101,2012,47.90972,17.05358,-,Enercon,135,101,"Nickelsdorf, Anlage 11",Nickelsdorf,558,0
"Nickelsdorf,_Anlage 12",-,---,14,3e3,E101,2012,47.90567,17.0495,-,Enercon,135,101,"Nickelsdorf, Anlage 12",Nickelsdorf,559,0
"Nickelsdorf,_Anlage 13",-,---,14,3e3,E101,2012,47.92239,17.02547,-,Enercon,135,101,"Nickelsdorf, Anlage 13",Nickelsdorf,560,90
"Nickelsdorf,_Anlage 14",-,---,14,3e3,E101,2012,47.90825,17.060669999999998,-,Enercon,135,101,"Nickelsdorf, Anlage 14",Nickelsdorf,561,0
"Nickelsdorf,_Anlage 15",-,---,14,3e3,E101,2012,47.92269,17.01583,-,Enercon,135,101,"Nickelsdorf, Anlage 15",Nickelsdorf,562,90
"Nickelsdorf,_Anlage 16",-,---,14,3e3,E101,2012,47.91322,17.04642,-,Enercon,135,101,"Nickelsdorf, Anlage 16",Nickelsdorf,563,0
"Oberwagram_Erweiterung, Anlage 1",-,---,1,2300,E70,2012,48.206,15.671,-,Enercon,85,71,"Oberwagram Erweiterung, Anlage 1",Oberwagram_Erweiterung,564,90
"Dürnkrut_Götzendorf II, Anlage 1",Windkraft Simonsfeld AG,---,5,2050,MM92,2012,48.49592,16.81986,www.wksimonsfeld.at,Repower,100,92,"Dürnkrut Götzendorf II, Anlage 1",Dürnkrut_Götzendorf II,565,95
"Dürnkrut_Götzendorf II, Anlage 2",Windkraft Simonsfeld AG,---,5,2050,MM92,2012,48.49869,16.8115,www.wksimonsfeld.at,Repower,100,92,"Dürnkrut Götzendorf II, Anlage 2",Dürnkrut_Götzendorf II,566,95
"Dürnkrut_Götzendorf II, Anlage 3",Windkraft Simonsfeld AG,---,5,2050,MM92,2012,48.49258,16.81725,www.wksimonsfeld.at,Repower,100,92,"Dürnkrut Götzendorf II, Anlage 3",Dürnkrut_Götzendorf II,567,90
"Dürnkrut_Götzendorf II, Anlage 4",Windkraft Simonsfeld AG,---,5,2050,MM92,2012,48.49942,16.82208,www.wksimonsfeld.at,Repower,100,92,"Dürnkrut Götzendorf II, Anlage 4",Dürnkrut_Götzendorf II,568,85
"Dürnkrut_Götzendorf II, Anlage 5",Windkraft Simonsfeld AG,---,5,2050,MM92,2012,48.50058,16.80572,www.wksimonsfeld.at,Repower,100,92,"Dürnkrut Götzendorf II, Anlage 5",Dürnkrut_Götzendorf II,569,90
"Dürnkrut_- Götzendorf, Anlage 1",WEB Windenergie AG,---,5,2e3,V90,2012,48.489589,16.812728,www.windenergie.at,Vestas,105,90,"Dürnkrut - Götzendorf, Anlage 1",Dürnkrut_- Götzendorf,570,95
"Dürnkrut_- Götzendorf, Anlage 2",WEB Windenergie AG,---,5,2e3,V90,2012,48.486069,16.807836000000002,www.windenergie.at,Vestas,105,90,"Dürnkrut - Götzendorf, Anlage 2",Dürnkrut_- Götzendorf,571,95
"Dürnkrut_- Götzendorf, Anlage 3",WEB Windenergie AG,---,5,2e3,V90,2012,48.491769,16.805389,www.windenergie.at,Vestas,105,90,"Dürnkrut - Götzendorf, Anlage 3",Dürnkrut_- Götzendorf,572,95
"Dürnkrut_- Götzendorf, Anlage 4",WEB Windenergie AG,---,5,2e3,V90,2012,48.496322,16.802419,www.windenergie.at,Vestas,105,90,"Dürnkrut - Götzendorf, Anlage 4",Dürnkrut_- Götzendorf,573,100
"Dürnkrut_- Götzendorf, Anlage 5",WEB Windenergie AG,---,5,2e3,V90,2012,48.494389,16.791778,www.windenergie.at,Vestas,105,90,"Dürnkrut - Götzendorf, Anlage 5",Dürnkrut_- Götzendorf,574,100
"Trautmannsdorf_II, Anlage 1",ContourGlobal Windpark Trautmannsdorf GmbH,---,1,3e3,E101,2014,48.041339,16.709264,www.contourglobal.com,Enercon,135,101,"Trautmannsdorf II, Anlage 1",Trautmannsdorf_II,575,90
"Zurndorf_Mitteläcker -Teil 1-, Anlage 1",Energie Burgenland Windkraft GmbH,---,1,2300,E82,2012,47.96828,16.98208,www.energieburgenland.at,Enercon,138,82,"Zurndorf Mitteläcker (Teil 1), Anlage 1",Zurndorf_Mitteläcker -Teil 1-,576,30
"Großhofen,_Anlage 1",-,---,6,2300,E82,2012,48.24871909,16.60816504,-,Enercon,138,82,"Großhofen, Anlage 1",Großhofen,577,90
"Großhofen,_Anlage 2",-,---,6,2300,E82,2012,48.24671139,16.61286699,-,Enercon,138,82,"Großhofen, Anlage 2",Großhofen,578,95
"Großhofen,_Anlage 3",-,---,6,2300,E82,2012,48.2489368,16.60197719,-,Enercon,138,82,"Großhofen, Anlage 3",Großhofen,579,20
"Großhofen,_Anlage 4",-,---,6,2300,E82,2012,48.24457999,16.61658501,-,Enercon,138,82,"Großhofen, Anlage 4",Großhofen,580,90
"Großhofen,_Anlage 5",-,---,6,2300,E82,2012,48.25310333,16.60237089,-,Enercon,138,82,"Großhofen, Anlage 5",Großhofen,581,95
"Großhofen,_Anlage 6",-,---,6,2300,E82,2012,48.24489295,16.0986815,-,Enercon,138,82,"Großhofen, Anlage 6",Großhofen,582,0
"Albrechtsfeld,_Anlage 1",-,---,10,3e3,E101,2013,47.83106,17.02989,-,Enercon,135,101,"Albrechtsfeld, Anlage 1",Albrechtsfeld,583,85
"Albrechtsfeld,_Anlage 2",-,---,10,3e3,E101,2013,47.81986,17.02369,-,Enercon,135,101,"Albrechtsfeld, Anlage 2",Albrechtsfeld,584,0
"Albrechtsfeld,_Anlage 3",-,---,10,3e3,E101,2013,47.83336,17.02031,-,Enercon,135,101,"Albrechtsfeld, Anlage 3",Albrechtsfeld,585,85
"Albrechtsfeld,_Anlage 4",-,---,10,3e3,E101,2013,47.82697,17.03247,-,Enercon,135,101,"Albrechtsfeld, Anlage 4",Albrechtsfeld,586,0
"Albrechtsfeld,_Anlage 5",-,---,10,3e3,E101,2013,47.82539,17.02669,-,Enercon,135,101,"Albrechtsfeld, Anlage 5",Albrechtsfeld,587,0
"Albrechtsfeld,_Anlage 6",-,---,10,3e3,E101,2013,47.82386,17.02117,-,Enercon,135,101,"Albrechtsfeld, Anlage 6",Albrechtsfeld,588,0
"Albrechtsfeld,_Anlage 7",-,---,10,3e3,E101,2013,47.83492,17.02594,-,Enercon,135,101,"Albrechtsfeld, Anlage 7",Albrechtsfeld,589,80
"Albrechtsfeld,_Anlage 8",-,---,10,3e3,E101,2013,47.8295,17.02425,-,Enercon,135,101,"Albrechtsfeld, Anlage 8",Albrechtsfeld,590,0
"Albrechtsfeld,_Anlage 9",-,---,10,3e3,E101,2013,47.82794,17.01858,-,Enercon,135,101,"Albrechtsfeld, Anlage 9",Albrechtsfeld,591,0
"Albrechtsfeld,_Anlage 10",-,---,10,3e3,E101,2013,47.82622,17.01239,-,Enercon,135,101,"Albrechtsfeld, Anlage 10",Albrechtsfeld,592,0
"Moschkogel_Süd, Anlage 1",-,---,2,2300,E70/E4,2015,47.5575139,15.7481472,-,Enercon,64,71,"Moschkogel Süd, Anlage 1",Moschkogel_Süd,593,0
"Moschkogel_Süd, Anlage 2",-,---,2,2300,E70/E4,2015,47.5553472,15.7485556,-,Enercon,64,71,"Moschkogel Süd, Anlage 2",Moschkogel_Süd,594,0
"Neuhof_III -Teil 3-, Anlage 1",WEB Windenergie AG,---,4,3e3,V112,2014,48.05494,16.871,www.windenergie.at,Vestas,135,101,"Neuhof III (Teil 3), Anlage 1",Neuhof_III -Teil 3-,595,95
"Neuhof_III -Teil 3-, Anlage 2",WEB Windenergie AG,---,4,3e3,V112,2014,48.05688,16.88279,www.windenergie.at,Vestas,135,101,"Neuhof III (Teil 3), Anlage 2",Neuhof_III -Teil 3-,596,90
"Neuhof_III -Teil 3-, Anlage 3",WEB Windenergie AG,---,4,3e3,V112,2014,48.05014,16.87322,www.windenergie.at,Vestas,135,101,"Neuhof III (Teil 3), Anlage 3",Neuhof_III -Teil 3-,597,100
"Neuhof_III -Teil 3-, Anlage 4",WEB Windenergie AG,---,4,3e3,V112,2014,48.05372,16.87831,www.windenergie.at,Vestas,135,101,"Neuhof III (Teil 3), Anlage 4",Neuhof_III -Teil 3-,598,90
"Glinzendorf_III -Teil2-, Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,1,2050,MM92,2012,48.256317,16.662214,www.evn-naturkraft.at,Repower,100,92,"Glinzendorf III (Teil2), Anlage 1",Glinzendorf_III -Teil2-,599,0
"Halbturn_Nord, Anlage 1",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.90222,17.03267,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 1",Halbturn_Nord,600,70
"Halbturn_Nord, Anlage 2",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89014,17.04675,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 2",Halbturn_Nord,601,0
"Halbturn_Nord, Anlage 3",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89756,17.02653,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 3",Halbturn_Nord,602,80
"Halbturn_Nord, Anlage 4",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89981,17.04575,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 4",Halbturn_Nord,603,20
"Halbturn_Nord, Anlage 5",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.88569,17.0365,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 5",Halbturn_Nord,604,80
"Halbturn_Nord, Anlage 6",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89014,17.03539,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 6",Halbturn_Nord,605,80
"Halbturn_Nord, Anlage 7",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89275,17.04033,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 7",Halbturn_Nord,606,70
"Halbturn_Nord, Anlage 8",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89994,17.03825,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 8",Halbturn_Nord,607,0
"Halbturn_Nord, Anlage 9",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.90103,17.03897,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 9",Halbturn_Nord,608,75
"Halbturn_Nord, Anlage 10",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89556,17.02061,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 10",Halbturn_Nord,609,90
"Halbturn_Nord, Anlage 11",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89225,17.05092,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 11",Halbturn_Nord,610,85
"Halbturn_Nord, Anlage 12",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.88786,17.04181,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 12",Halbturn_Nord,611,70
"Halbturn_Nord, Anlage 13",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89597,17.04458,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 13",Halbturn_Nord,612,70
"Halbturn_Nord, Anlage 14",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89386,17.03097,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 14",Halbturn_Nord,613,80
"Halbturn_Nord, Anlage 15",Energie Burgenland Windkraft GmbH,---,15,3e3,E101,2012,47.89808,17.03197,www.energieburgenland.at,Enercon,135,101,"Halbturn Nord, Anlage 15",Halbturn_Nord,614,75
"Mönchhof_Ost -Teil 2-, Anlage 1",Energie Burgenland Windkraft GmbH,---,2,3e3,E101,2012,47.89717,17.01475,www.energieburgenland.at,Enercon,135,101,"Mönchhof Ost (Teil 2), Anlage 1",Mönchhof_Ost -Teil 2-,615,90
"Mönchhof_Ost -Teil 2-, Anlage 2",Energie Burgenland Windkraft GmbH,---,2,3e3,E101,2012,47.89356,17.01361,www.energieburgenland.at,Enercon,135,101,"Mönchhof Ost (Teil 2), Anlage 2",Mönchhof_Ost -Teil 2-,616,85
"Zurndorf_Mitteläcker EPZ, Anlage 1",EPZ Energieprojekt Zurndorf GmbH & Co KG,---,1,2300,E82,2012,47.971,16.98497,www.energieburgenland.at,Enercon,138,82,"Zurndorf Mitteläcker EPZ, Anlage 1",Zurndorf_Mitteläcker EPZ,617,90
"Hochpürschtling,_Anlage 1",-,---,9,2050,MM92,2013,47.485484,15.574061,-,Repower,100,92.5,"Hochpürschtling, Anlage 1",Hochpürschtling,618,NA
"Hochpürschtling,_Anlage 2",-,---,9,2050,MM92,2013,47.488199,15.552511,-,Repower,100,92.5,"Hochpürschtling, Anlage 2",Hochpürschtling,619,NA
"Hochpürschtling,_Anlage 3",-,---,9,2050,MM92,2013,47.482004,15.585057,-,Repower,100,92.5,"Hochpürschtling, Anlage 3",Hochpürschtling,620,NA
"Hochpürschtling,_Anlage 4",-,---,9,2050,MM92,2013,47.484121,15.580144,-,Repower,100,92.5,"Hochpürschtling, Anlage 4",Hochpürschtling,621,NA
"Hochpürschtling,_Anlage 5",-,---,9,2050,MM92,2013,47.486274,15.560488,-,Repower,100,92.5,"Hochpürschtling, Anlage 5",Hochpürschtling,622,NA
"Hochpürschtling,_Anlage 6",-,---,9,2050,MM92,2013,47.485493,15.575414,-,Repower,100,92.5,"Hochpürschtling, Anlage 6",Hochpürschtling,623,NA
"Hochpürschtling,_Anlage 7",-,---,9,2050,MM92,2013,47.487481,15.556662,-,Repower,100,92.5,"Hochpürschtling, Anlage 7",Hochpürschtling,624,NA
"Hochpürschtling,_Anlage 8",-,---,9,2050,MM92,2013,47.486675,15.581488,-,Repower,100,92.5,"Hochpürschtling, Anlage 8",Hochpürschtling,625,NA
"Hochpürschtling,_Anlage 9",-,---,9,2050,MM92,2013,47.488148,15.577074,-,Repower,100,92.5,"Hochpürschtling, Anlage 9",Hochpürschtling,626,NA
"Neuhof_III -Teil 1-, Anlage 1",-,---,3,3e3,E101,2014,48.04620278,16.87053333,-,Enercon,135,101,"Neuhof III (Teil 1), Anlage 1",Neuhof_III -Teil 1-,627,90
"Neuhof_III -Teil 1-, Anlage 2",-,---,3,3e3,E101,2014,48.04018333,16.87444167,-,Enercon,135,101,"Neuhof III (Teil 1), Anlage 2",Neuhof_III -Teil 1-,628,95
"Neuhof_III -Teil 1-, Anlage 3",-,---,3,3e3,E101,2014,48.037625,16.86913056,-,Enercon,135,101,"Neuhof III (Teil 1), Anlage 3",Neuhof_III -Teil 1-,629,90
"Deutsch_Wagram -Teil 1-, Anlage 1",WEB Windenergie AG,---,2,3e3,V112,2013,48.32972,16.54833,www.windenergie.at,Vestas,119,112,"Deutsch Wagram (Teil 1), Anlage 1",Deutsch_Wagram -Teil 1-,630,90
"Deutsch_Wagram -Teil 1-, Anlage 2",WEB Windenergie AG,---,2,3e3,V112,2013,48.32611,16.55944,www.windenergie.at,Vestas,119,112,"Deutsch Wagram (Teil 1), Anlage 2",Deutsch_Wagram -Teil 1-,631,85
"Deutsch_Wagram -Teil 2-, Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,3,3e3,V112,2013,48.31556,16.53667,www.evn-naturkraft.at,Vestas,119,112,"Deutsch Wagram (Teil 2), Anlage 1",Deutsch_Wagram -Teil 2-,632,90
"Deutsch_Wagram -Teil 2-, Anlage 2",evn naturkraft Erzeugungsgesellschaft m.b.H,---,3,3e3,V112,2013,48.32111,16.53361,www.evn-naturkraft.at,Vestas,119,112,"Deutsch Wagram (Teil 2), Anlage 2",Deutsch_Wagram -Teil 2-,633,95
"Deutsch_Wagram -Teil 2-, Anlage 3",evn naturkraft Erzeugungsgesellschaft m.b.H,---,3,3e3,V112,2013,48.32472,16.53306,www.evn-naturkraft.at,Vestas,119,112,"Deutsch Wagram (Teil 2), Anlage 3",Deutsch_Wagram -Teil 2-,634,95
"Andau_-Teil 1-, Anlage 1",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.827118711644,17.05050378452,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 1",Andau_-Teil 1-,635,0
"Andau_-Teil 1-, Anlage 2",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.823375225599,17.053631059071,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 2",Andau_-Teil 1-,636,0
"Andau_-Teil 1-, Anlage 3",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.818353869875,17.046777164475,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 3",Andau_-Teil 1-,637,0
"Andau_-Teil 1-, Anlage 4",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.82451312652,17.05719970257,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 4",Andau_-Teil 1-,638,0
"Andau_-Teil 1-, Anlage 5",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.821890428407,17.050859162604,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 5",Andau_-Teil 1-,639,0
"Andau_-Teil 1-, Anlage 6",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.825958981428,17.041712168992,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 6",Andau_-Teil 1-,640,0
"Andau_-Teil 1-, Anlage 7",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.823091394247,17.044331076483,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 7",Andau_-Teil 1-,641,0
"Andau_-Teil 1-, Anlage 8",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.81246854165,17.037001776205,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 8",Andau_-Teil 1-,642,0
"Andau_-Teil 1-, Anlage 9",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.815185749599,17.041271824438,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 9",Andau_-Teil 1-,643,0
"Andau_-Teil 1-, Anlage 10",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.83020671268,17.042825274391,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 10",Andau_-Teil 1-,644,90
"Andau_-Teil 1-, Anlage 11",Energie Burgenland Windkraft GmbH,---,11,3e3,E101,2013,47.818792415117,17.054328917277,www.energieburgenland.at,Enercon,135,101,"Andau (Teil 1), Anlage 11",Andau_-Teil 1-,645,0
"Prellenkirchen_IV -Teil 2-, Anlage 1",evn naturkraft Erzeugungsgesellschaft m.b.H,---,4,3200,3XM,2013,48.06889,16.995,www.evn-naturkraft.at,Repower,124,104,"Prellenkirchen IV (Teil 2), Anlage 1",Prellenkirchen_IV -Teil 2-,646,0
"Prellenkirchen_IV -Teil 2-, Anlage 2",evn naturkraft Erzeugungsgesellschaft m.b.H,---,4,3200,3XM,2013,48.06139,16.99278,www.evn-naturkraft.at,Repower,124,104,"Prellenkirchen IV (Teil 2), Anlage 2",Prellenkirchen_IV -Teil 2-,647,0
"Prellenkirchen_IV -Teil 2-, Anlage 3",evn naturkraft Erzeugungsgesellschaft m.b.H,---,4,3200,3XM,2013,48.05917,16.98778,www.evn-naturkraft.at,Repower,124,104,"Prellenkirchen IV (Teil 2), Anlage 3",Prellenkirchen_IV -Teil 2-,648,0
"Prellenkirchen_IV -Teil 2-, Anlage 4",evn naturkraft Erzeugungsgesellschaft m.b.H,---,4,3200,3XM,2013,48.05806,16.98056,www.evn-naturkraft.at,Repower,124,104,"Prellenkirchen IV (Teil 2), Anlage 4",Prellenkirchen_IV -Teil 2-,649,70
"Deutsch-Haslau,_Anlage 1",-,---,6,3e3,E101,2014,48.04922,16.97367,-,Enercon,135,101,"Deutsch-Haslau, Anlage 1",Deutsch-Haslau,650,80
"Deutsch-Haslau,_Anlage 2",-,---,6,3e3,E101,2014,48.04967,16.97928,-,Enercon,135,101,"Deutsch-Haslau, Anlage 2",Deutsch-Haslau,651,85
"Deutsch-Haslau,_Anlage 3",-,---,6,3e3,E101,2014,48.04894,16.98486,-,Enercon,135,101,"Deutsch-Haslau, Anlage 3",Deutsch-Haslau,652,90
"Deutsch-Haslau,_Anlage 4",-,---,6,3e3,E101,2014,48.04531,16.98317,-,Enercon,135,101,"Deutsch-Haslau, Anlage 4",Deutsch-Haslau,653,90
"Deutsch-Haslau,_Anlage 5",-,---,6,3e3,E101,2014,48.053,16.98497,-,Enercon,135,101,"Deutsch-Haslau, Anlage 5",Deutsch-Haslau,654,0
"Deutsch-Haslau,_Anlage 6",-,---,6,3e3,E101,2014,48.04517,16.98922,-,Enercon,135,101,"Deutsch-Haslau, Anlage 6",Deutsch-Haslau,655,90
"Poysdorf-Wilfersdorf_III, Anlage 1",Windpark PoWi III GmbH,---,8,3e3,M114,2013,48.62333,16.61261,www.wksimonsfeld.at,Repower,143,114,"Poysdorf-Wilfersdorf III, Anlage 1",Poysdorf-Wilfersdorf_III,656,80
"Poysdorf-Wilfersdorf_III, Anlage 2",Windpark PoWi III GmbH,---,8,3e3,M114,2013,48.60589,16.63808,www.wksimonsfeld.at,Repower,143,114,"Poysdorf-Wilfersdorf III, Anlage 2",Poysdorf-Wilfersdorf_III,657,90
"Poysdorf-Wilfersdorf_III, Anlage 3",Windpark PoWi III GmbH,---,8,3e3,M114,2013,48.62897,16.60389,www.wksimonsfeld.at,Repower,143,114,"Poysdorf-Wilfersdorf III, Anlage 3",Poysdorf-Wilfersdorf_III,658,95
"Poysdorf-Wilfersdorf_III, Anlage 4",Windpark PoWi III GmbH,---,8,3e3,M114,2013,48.63389,16.61486,www.wksimonsfeld.at,Repower,143,114,"Poysdorf-Wilfersdorf III, Anlage 4",Poysdorf-Wilfersdorf_III,659,95
"Poysdorf-Wilfersdorf_III, Anlage 5",Windpark PoWi III GmbH,---,8,3e3,M114,2013,48.64269,16.59806,www.wksimonsfeld.at,Repower,143,114,"Poysdorf-Wilfersdorf III, Anlage 5",Poysdorf-Wilfersdorf_III,660,95
"Poysdorf-Wilfersdorf_III, Anlage 6",Windpark PoWi III GmbH,---,8,3e3,M114,2013,48.64292,16.59217,www.wksimonsfeld.at,Repower,143,114,"Poysdorf-Wilfersdorf III, Anlage 6",Poysdorf-Wilfersdorf_III,661,95
"Poysdorf-Wilfersdorf_III, Anlage 7",Windpark PoWi III GmbH,---,8,3e3,M114,2013,48.64117,16.58889,www.wksimonsfeld.at,Repower,143,114,"Poysdorf-Wilfersdorf III, Anlage 7",Poysdorf-Wilfersdorf_III,662,95
"Poysdorf-Wilfersdorf_III, Anlage 8",Windpark PoWi III GmbH,---,8,3e3,M114,2013,48.61872,16.68381,www.wksimonsfeld.at,Repower,143,114,"Poysdorf-Wilfersdorf III, Anlage 8",Poysdorf-Wilfersdorf_III,663,90
"Halbturn_Puszta, Anlage 1",Windpark Puszta Halbturn GmbH,---,11,3e3,E101,2013,47.84697,17.01893,www.puespoek-group.at,Enercon,135,101,"Halbturn Puszta, Anlage 1",Halbturn_Puszta,664,10
"Halbturn_Puszta, Anlage 2",Windpark Puszta Halbturn GmbH,---,11,3e3,E101,2013,47.85259,17.00608,www.puespoek-group.at,Enercon,135,101,"Halbturn Puszta, Anlage 2",Halbturn_Puszta,665,85
"Halbturn_Puszta, Anlage 3",Windpark Puszta Halbturn GmbH,---,11,3e3,E101,2013,47.83878,17.03938,www.puespoek-group.at,Enercon,135,101,"Halbturn Puszta, Anlage 3",Halbturn_Puszta,666,80
"Halbturn_Puszta, Anlage 4",Windpark Puszta Halbturn GmbH,---,11,3e3,E101,2013,47.84042,17.03251,www.puespoek-group.at,Enercon,135,101,"Halbturn Puszta, Anlage 4",Halbturn_Puszta,667,80
"Halbturn_Puszta, Anlage 5",Windpark Puszta Halbturn GmbH,---,11,3e3,E101,2013,47.85028,17.01483,www.puespoek-group.at,Enercon,135,101,"Halbturn Puszta, Anlage 5",Halbturn_Puszta,668,90
"Halbturn_Puszta, Anlage 6",Windpark Puszta Halbturn GmbH,---,11,3e3,E101,2013,47.84347,17.02663,www.puespoek-group.at,Enercon,135,101,"Halbturn Puszta, Anlage 6",Halbturn_Puszta,669,80
"Halbturn_Puszta, Anlage 7",Windpark Puszta Halbturn GmbH,---,11,3e3,E101,2013,47.84412,17.03722,www.puespoek-group.at,Enercon,135,101,"Halbturn Puszta, Anlage 7",Halbturn_Puszta,670,85
"Halbturn_Puszta, Anlage 8",Windpark Puszta Halbturn GmbH,---,11,3e3,E101,2013,47.85029,17.0244,www.puespoek-group.at,Enercon,135,101,"Halbturn Puszta, Anlage 8",Halbturn_Puszta,671,85
"Halbturn_Puszta, Anlage 9",Windpark Puszta Halbturn GmbH,---,11,3e3,E101,2013,47.85352,17.01767,www.puespoek-group.at,Enercon,135,101,"Halbturn Puszta, Anlage 9",Halbturn_Puszta,672,85
